Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
26/03/2013,"Consillo, Shore Road, Buncrana",,Donegal,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/07/2014,"APT 143 BLOCK F, BELLEVUE, ISLANDBRIDGE DUBLIN 8",Dublin 8,Dublin,"€146,500.00",No,No,Second-Hand Dwelling house /Apartment,
22/03/2016,"16 Dunard, Swords Road, Malahide",,Dublin,"€450,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
15/04/2011,"2  Monread Gardens, Naas",,Kildare,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/12/2016,"1 CASTLE COVE, DRUMLEASE, DROMOHAIR",,Leitrim,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/06/2018,"11 BALALLY DR, DUNDRUM, DUBLIN 16",Dublin 16,Dublin,"€675,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/07/2010,"45  Millbridge Way, Naas",,Kildare,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2014,"AApt 44 Rye Abbey, Kilcock, Co Kildare",,Kildare,"€30,000.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
28/01/2011,"Kiltale, Dunsany",,Meath,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/07/2021,"OVERHEAD APARTMENT, 9 PEARSE SQUARE, BALLYPHENHANE",,Cork,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/11/2019,"4 OLD ORCHARD, ANN DEVLIN RD, TEMPLEOGUE DUBLIN 14",Dublin 14,Dublin,"€555,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/02/2019,"3 CHARNWOOD DALE, CLONSILLA, DUBLIN 15",Dublin 15,Dublin,"€385,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/05/2010,"5 Chapel Crescent, Riverston Abbey, Navan Road",Dublin 7,Dublin,"€368,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2019,"34 THE CLOSE, CLONATTIN VILLAGE, GOREY",,Wexford,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/09/2020,"14 ST DAIGHS TERRACE, INNISKEEN, MONAGHAN",,Monaghan,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2015,"BOULA, KNOCKNAGOSHEL, TRALEE",,Kerry,"€53,500.00",No,No,Second-Hand Dwelling house /Apartment,
17/04/2015,"11 THE GREEN, DUN CORAN, YOUGHAL",,Cork,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/05/2018,"26 WILLOWFIELD PARK, GOATSTOWN, DUBLIN 14",Dublin 14,Dublin,"€600,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/06/2017,"35 OBRIEN ST, TIPPERARY, TIPPERARY",,Tipperary,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/10/2017,"APT NO 147 SLI GHEAL, BALLYMONEEN ROAD, CO GALWAY",,Galway,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/11/2017,"55 Aisling Park Estate, Shanaway Road, Ennis",,Clare,"€61,430.31",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
22/03/2021,"12 BARTON ROAD WEST, RATHFARNHAM, DUBLIN 14",Dublin 14,Dublin,"€545,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/06/2019,"8 ST KILLIANS CRESCENT, CARLOW, CARLOW",,Carlow,"€26,299.52",No,No,Second-Hand Dwelling house /Apartment,
12/07/2019,"24 TRADAREE COURT, SHANNON, CLARE",,Clare,"€112,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2012,"59 Caislean Oir, Athenry",,Galway,"€133,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/04/2017,"LAHARDAN HOUSE, PORTLAW, CO WATERFORD",,Waterford,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/02/2017,"40 GLENDALE MEADOWS, LEIXLIP, KILDARE",,Kildare,"€48,089.26",No,No,Second-Hand Dwelling house /Apartment,
21/12/2018,"Apartment 20, Ard Phiarais, Block 1",,Waterford,"€148,213.00",No,Yes,New Dwelling house /Apartment,
14/12/2012,"19 John McCormack Avenue, Walkinstown",Dublin 12,Dublin,"€172,500.00",No,No,Second-Hand Dwelling house /Apartment,
01/08/2018,"427 CARNLOUGH ROAD, CABRA WEST, DUBLIN 7",Dublin 7,Dublin,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/10/2020,"16 EDEN WOOD, DELGANY, WICKLOW",,Wicklow,"€475,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/11/2019,"50 Ashewood Walk, Stradbally Road, Portlaoise",,Laois,"€244,315.74",No,Yes,New Dwelling house /Apartment,
06/09/2018,"BALLINLAMMY, GLENMORE, KILKENNY",,Kilkenny,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/02/2019,"96 THE LINKS, DONABATE, DUBLIN",,Dublin,"€353,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/02/2015,"37 HARBOUR COURT, ARKLOW, WICKLOW",,Wicklow,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/05/2021,"70  RATOATH AVENUE, FINGLAS WEST, DUBLIN 11",,Dublin,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/10/2015,"41 THE PARK, DUNBOYNE CASTLE, DUNBOYNE",,Meath,"€262,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/06/2021,"19 CHURCHWELL SQ, BELAMYNE, BALGRIFFEN",Dublin 15,Dublin,"€345,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/12/2019,"3 FOREST VIEW, IVOWEN, KILSHEELAN",,Tipperary,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/01/2018,"No. 9 Waterside, Abbeyside, Dungarvan",,Waterford,"€229,225.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
02/04/2015,"14 THE GARENS, CARRICKMINES MANOR, CARRICKMINES",Dublin 18,Dublin,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/08/2017,"7 GLENLUCAN COURT, KILLARNEY ROAD, BRAY",,Wicklow,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/02/2017,"30 CLUAIN DARA, CLONARD, WEXFORD",,Wexford,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/10/2015,"Tiduff, ballyheigue, Tralee",,Kerry,"€115,044.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
28/10/2016,"22 MELLOR COURT, LIFFEY ST, DUBLIN 1",Dublin 1,Dublin,"€163,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/04/2019,"103 CEDAR BROOK WALK, BALLYFERMOT, DUBLIN 10",Dublin 10,Dublin,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/06/2014,"APT 4 FOYLE HAVEN, JAMES ST, MOYVILLE",,Donegal,"€13,705.34",No,No,Second-Hand Dwelling house /Apartment,
02/12/2021,"TOORBOY DROMORE WEST, DROMORE WEST, SLIGO",,Sligo,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/11/2019,"3 The Square, Green Lane Manor",,Dublin,"€281,938.00",No,Yes,New Dwelling house /Apartment,
12/07/2019,"APT 1, 38 ABBEY ST, LOUGHREA",,Galway,"€81,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/09/2019,"BARROCKSTOWN LODGE, BARROCKSTOWN, MAYNOOTH",,Meath,"€587,500.00",No,No,Second-Hand Dwelling house /Apartment,
26/06/2015,"49 Ardbeg Park, Artane, Dublin 5",Dublin 5,Dublin,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/10/2010,"1 Rockenham, Ferrybank",,Waterford,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/07/2019,"155 OXMANSTOWN RD, DUBLIN 7, DUBLIN",Dublin 7,Dublin,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/04/2016,"Droumlickacrue, Kealkil, Bantry",,Cork,"€150,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/02/2016,"3 CULRONAIN PARK, BALLIVOR, CO MEATH",,Meath,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/11/2014,"2 BUNOWEN ROAD, LOUIFBURGH, MAYO",,Mayo,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/10/2015,"3 WALNUT COURT, MAIN ST, KILBEGGAN",,Westmeath,"€48,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/09/2020,"18 SEAVIEW SQUARE, CNOC NAMARA, BLACKROCK",,Louth,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/11/2016,"APT 50A MAIN ST, GOREY, CO WEXFORD",,Wexford,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/02/2016,"24 DONOVAN WHARF, CRESENT QUAY, WEXFORD TOWN",,Wexford,"€112,500.00",No,No,Second-Hand Dwelling house /Apartment,
25/07/2013,"11 Glenmore Drive, Drogheda",,Louth,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/05/2013,"KNOCKNACURRAGH, BOHERBUE, CORK",,Cork,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/04/2018,"28 ALLENTON PARK, BALLYCRAGH, TALLAGHT DUBLIN 24",Dublin 24,Dublin,"€237,500.00",No,No,Second-Hand Dwelling house /Apartment,
27/07/2010,"36 Highfield Green, Swords",,Dublin,"€475,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/10/2021,"19 ROSEHILL, FIRIES, KERRY",,Kerry,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/07/2016,"25 COILL TIRE, MERLIN PARK, DOUGHISKA",,Galway,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/10/2020,"WINDGAP, DUNGARVAN, WATERFORD",,Waterford,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/11/2013,"7 Mount Argus Close, Harolds Cross",Dublin 6w,Dublin,"€322,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/03/2020,"5 Dodderbrook Way, Ballycullen, County Dublin",,Dublin,"€405,000.00",No,Yes,New Dwelling house /Apartment,
26/06/2014,"12 DRUMCREE COURT, RATHBRIDE RD, KILDARE",,Kildare,"€196,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/05/2011,"17 Tudor Lawn, Newcastle, Galway",,Galway,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/10/2016,"128 BRANDON RD, DRIMNAGH, DUBLIN 12",Dublin 12,Dublin,"€297,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/03/2019,"HOWIE COTTAGE, MURVEY, ROUNDSTONE",,Galway,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/10/2020,"121 Cedar Place, Ridgewood, Swords",,Dublin,"€342,427.00",No,Yes,New Dwelling house /Apartment,
22/12/2020,"23 THE WILLOWS, CLAREMONT RD, SANDYMOUNT",Dublin 4,Dublin,"€456,266.00",No,No,Second-Hand Dwelling house /Apartment,
27/11/2018,"3 BEECH COURT, ASHLEIGH DOWNS, TRALEE",,Kerry,"€140,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
03/02/2020,"MAIN STREET, GOLDEN, CASHEL",,Tipperary,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/11/2021,"42 THE DRIVE, HARBOUR HEIGHTS, PASSAGE WEST",,Cork,"€278,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/03/2015,"105 STANNAWAY ROAD, CRUMLIN, DUBLIN 12",,Dublin,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/04/2014,"FORGE HOUSE, KESHCARRIGAN, LEITRIM",,Leitrim,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/04/2014,"1 LOWER BALLYMOUNT, WALKINSTOWN, DUBLIN 12",,Dublin,"€91,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/10/2014,"Keenaghan, Kilmacrennan",,Donegal,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/11/2017,"38 ASHLAWN, CLERIHAN, CLONMEL",,Tipperary,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2012,"109 Assumption Park, Roscrea",,Tipperary,"€53,500.00",No,No,Second-Hand Dwelling house /Apartment,
19/05/2017,"3 THE MEADOWS, PROSPECT BALLYMONEY, WEXFORD",,Wexford,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/02/2018,"47 MURTAGH RD, STONEYBATTER, DUBLIN 7",Dublin 7,Dublin,"€372,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/07/2018,"2 FOXBOROUGH CRESCENT, LUCAN, DUBLIN",,Dublin,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/06/2015,"3 Evergreen Close, Evergreen Street",,Cork,"€177,973.56",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
28/01/2021,"153 THE HERMITAGE, BORRIS RD, PORTLAOISE",,Laois,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/02/2016,"45 TARA GROVE, MONIVEA RD, GALWAY",,Galway,"€229,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"11 Barnwell Way, Hansfield, Dublin 15",,Dublin,"€134,075.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
20/10/2017,"67 RIVERMILL VIEW, ATHLUMNEY, NAVAN",,Meath,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/10/2021,"6 COILL UR UPPER, BALLYMAHON RD, ATHLONE",,Westmeath,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/11/2019,"4 KILLARD, KILTERAGH, DOORADOYLE",,Limerick,"€218,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/06/2018,"62 DERRYNANE HOUSE, EGLINTON COURT, EGLINTON RD DUBLIN 4",Dublin 4,Dublin,"€410,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/09/2018,"21 ADELAIDE STREET, DUN LAOGHAIRE, DUBLIN",,Dublin,"€920,115.19",No,No,Second-Hand Dwelling house /Apartment,
06/02/2014,"26 Castlepark Residence, Castlepark Road, Sandycove",,Dublin,"€580,000.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
19/09/2013,"43 Cloiginn Park, Ballyfermot, Dublin 10",Dublin 10,Dublin,"€118,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/06/2013,"Rose Cottage, Harbour View, Kilbrittain",,Cork,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/11/2014,"4 BROOKSIDE LODGE, BALLYMAKENNY ROAD, DROGHEDA",,Louth,"€242,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/07/2015,"TEER, BRANDON, TRALEE",,Kerry,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/02/2018,"7 CHANCERY PARK GROVE, TULLAMORE, OFFALY",,Offaly,"€173,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/12/2017,"25 PARK SQUARE, GRANGERATH, DROGHEDA",,Meath,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/09/2017,"7 ST JOSEPHS PARK, MAYFIELD, CORK",,Cork,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/08/2013,"5 CLUAIN CREGG, CARRICK-ON-SUIR",,Tipperary,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/03/2019,"COOLMEEN, BALLYHALE, KILKENNY",,Kilkenny,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/09/2015,"104 WATERSIDE, CHARLOTTE QUAY, DUBLIN 4",Dublin 4,Dublin,"€257,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/11/2018,"AUGHABOY, GRANARD, COUNTY LONGFORD",,Longford,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/06/2016,"23 ST KILLIANS CRESCENT, CARLOW, CARLOW",,Carlow,"€96,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/05/2014,"3 Cloverhill Road, Ballyfermot, Dublin 10",Dublin 10,Dublin,"€132,500.00",No,No,Second-Hand Dwelling house /Apartment,
06/03/2018,"Clonever, Shannonbridge, Co. Offaly",,Offaly,"€50,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
31/07/2019,"31 Cnoc Tiarnach, Grange End, Dunshaughlin",,Meath,"€339,207.00",No,Yes,New Dwelling house /Apartment,
20/06/2014,"18 The Garden, Ballymacool, Letterkenny",,Donegal,"€48,450.00",No,No,Second-Hand Dwelling house /Apartment,
16/10/2015,"62 GLENAGEARY PARK, GLENAGEARY, DUBLIN",,Dublin,"€565,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/05/2016,"20 COACHMAN APTS 40 DOMINICK ST, GALWAY, GALWAY",,Galway,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/06/2015,"24A PATRICIAN VILLAS, BLACKROCK, DUBLIN",,Dublin,"€370,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2018,"17 STANNES TERRACE, BATTERIES, ATHLONE",,Westmeath,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/05/2021,"WOODSIDE, CLONCAT, FORDSTOWN",,Meath,"€305,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/10/2020,"12 MOUNT GARRET RISE, TYRRELSTOWN, DUBLIN 15",Dublin 15,Dublin,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/11/2014,"COURTHOUSE COTTAGE, KNIGHTSTOWN, VALENTIA",,Kerry,"€57,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/03/2012,"32 Mount Alton, Knocklyon, Dublin 16",,Dublin,"€335,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/03/2021,"49 CEDAR GROVE, CARNDONAGH, DONEGAL",,Donegal,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/10/2018,"ST MARTINS, CRURA, RIVERSTICK",,Cork,"€309,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/10/2017,"42 The Borough, Moneygourney, Douglas",,Cork,"€150,775.40",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
30/01/2013,"28  Beechwood Avenue, Newcastlewest",,Limerick,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/09/2017,"21 TOBAIR BRIDE, BRANDONDALE, GRAIGUENAMANAGH",,Kilkenny,"€57,500.00",Yes,No,Second-Hand Dwelling house /Apartment,
03/07/2018,"141 CREMONA ROAD, BALLYFERMOT, DUBLIN 10",Dublin 10,Dublin,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/08/2017,"15 BROOKVILLE PARK, ARTANE, DUBLIN 5",Dublin 5,Dublin,"€455,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/06/2010,"5 Dun Emer Road, Lusk",,Dublin,"€291,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/12/2017,"16 SEABURY VIEW, MALAHIDE, MALAHIDE",,Dublin,"€488,750.00",No,No,Second-Hand Dwelling house /Apartment,
25/07/2017,"50 COLLEGE GROVE, ENNIS, CO CLARE",,Clare,"€211,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/09/2018,"21 Willow Drive, Dunshaughlin",,Meath,"€288,986.78",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
29/04/2010,"KITCHENSTOWN, NAUL",,Dublin,"€395,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
16/10/2020,"50 DISCOVERY BUILDING, ROYAL CANAL PARK, ASHTOWN DUBLIN 15",Dublin 15,Dublin,"€297,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/05/2019,"159 THE RECTORY, STEPASIDE, DUBLIN",Dublin 18,Dublin,"€560,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/03/2014,"102 DORSET ST UPPER, DUBLIN 1",,Dublin,"€475,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/11/2011,"41 Kilderry Hall, Ashbourne",,Meath,"€138,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/03/2014,"22 THE STRAND, KELLYS BAY, SKERRIES",,Dublin,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/09/2020,"7 MONFORT, MONAGHAN, MONAGHAN",,Monaghan,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/07/2021,"5 CHARNWOOD, VEVAY RD, BRAY",,Wicklow,"€370,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/12/2014,"ST JUDES, SPA GLEN, MALLOW",,Cork,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/06/2018,"3 SHANDON PLACE, SHANDON ST, CORK",,Cork,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/09/2017,"8 COLLIERS AVE, RANELAGH, DUBLIN 6",Dublin 6,Dublin,"€304,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/08/2018,"26 SPRINGMOUNT, KINSALE, CORK",,Cork,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/04/2017,"ROWELS, MEELIN, NEWMARKET",,Cork,"€117,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/03/2019,"3 LIMEWOOD COURT, CURRAHEEN RD, BISHOPSTOWN",,Cork,"€339,207.00",No,Yes,New Dwelling house /Apartment,
24/11/2017,"1 DUN ARD, KNOCKCROGERHY, ROSCOMMON",,Roscommon,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/04/2021,"49 Ballycullen Green, Old Court Road, Ballycullen",Dublin 24,Dublin,"€438,326.00",No,Yes,New Dwelling house /Apartment,
07/03/2016,"22 LODGE COURT, BORRIS, CARLOW",,Carlow,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/12/2013,"6 WOODFORD, NEWTOWNGORE, LEITRIM",,Leitrim,"€45,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/10/2015,"33 The Elms, Newbridge",,Kildare,"€273,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/10/2013,"12 Essex Grove, Roscommon",,Roscommon,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/08/2016,"21 ARD ADHAMHNAIN, SALLAGHAGRAINE, LETTERKENNY",,Donegal,"€49,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/08/2016,"16 THE MARINA VILLAGE, MALAHIDE, DUBLIN",,Dublin,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/11/2016,"APT 1 TOP FLOOR, SHOPPING CENTRE, MAIN ST",,Monaghan,"€74,500.00",No,No,Second-Hand Dwelling house /Apartment,
06/10/2014,"114 Charlestown Centre, St Margaret's Road, Finglas",Dublin 11,Dublin,"€194,086.00",No,No,Second-Hand Dwelling house /Apartment,
15/05/2014,"Omard, Kilnaleck",,Cavan,"€58,500.00",No,No,Second-Hand Dwelling house /Apartment,
24/08/2012,"Dunganstown, New Ross",,Wexford,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/12/2018,"11 BARORA PARK, BAILEYBOROUGH, CO CAVAN",,Cavan,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/03/2012,"3 Twin Oaks, Bailieborough",,Cavan,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2019,"34 SYCAMORE AVENUE, KELLS, COUNTY MEATH",,Meath,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/04/2019,"42 BRIDGEWATER QUAY, CONYNGHAM RD, ISLANDBRIDGE DUBLIN 8",Dublin 8,Dublin,"€305,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/10/2021,"STEPPING STONES, GLANATNAW, BANTRY",,Cork,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/08/2021,"45 RATHSTEWART CRESCENT, ATHY, KILDARE",,Kildare,"€193,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/08/2012,"19 Cois Abhann, Excise Street/Lyster Street, Athone",,Westmeath,"€125,000.00",No,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/12/2014,"KILLOCRIM, LISTOWEL, CO KERRY",,Kerry,"€51,500.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
03/07/2019,"24 FARM GREEN, MANOR FARM, LEHENAGHBEG",,Cork,"€275,070.00",No,Yes,New Dwelling house /Apartment,
12/12/2017,"18 ARASAIN NA ROS, BRIARHILL, GALWAY CITY",,Galway,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/07/2014,"10 CURRAGH FINN, KILDARE TOWN, KILDARE",,Kildare,"€147,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/01/2019,"13 SPRING LANE CARRIGALINE, CARRIGALINE, CORK",,Cork,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
